# Characters of text keys that the default MySQL/MariaDB collations compare exactly like Access (05, Collation).
# code point, weight under utf8mb4_0900_as_ci (MySQL), weight under utf8mb4_uca1400_as_ci (MariaDB), safe (1/0).
# Weights: HEX(WEIGHT_STRING(<char> COLLATE <collation>)), measured on MySQL 8.0/8.4 and MariaDB 10.11/11.4/11.8;
# the integration matrix re-measures them (CollationWeightsIT, -Dcollation.update=true rewrites them).
# safe: derived by KeyTextSafetyTest from the weights and Access's own index encoding (Jackcess); rewrite with
# -Dcollation.update=true. Never edit by hand.
0249	1D5500000020	218C0020	1
024A	1E2B00000020	226D0020	1
024B	1E2B00000020	226D0020	1
024C	1E3F00000020	22800020	1
024D	1E3F00000020	22800020	1
024E	1F1300000020	23610020	1
024F	1F1300000020	23610020	1
0370	1FC300000020	24170020	1
0371	1FC300000020	24170020	1
0372	1FE400000020	24380020	1
0373	1FE400000020	24380020	1
0374	049300000020	04DA0020	1
0375	049400000020	04DB0020	1
0376	1FC000000020	24140020	1
0377	1FC000000020	24140020	1
037A	1FC600000020	241A0020	0
037B	1FD900000020	242D0020	1
037C	1FD800000020	242C0020	1
037D	1FDA00000020	242E0020	1
037E	023400000020	023B0020	1
037F	1FC700000020	241B0020	1
0384	048300000020	04CA0020	0
0385	0489000000200024	04D000200024	1
0386	1FB9000000200024	240D00200024	1
0387	028B00000020	02960020	1
0388	1FBE000000200024	241200200024	1
0389	1FC4000000200024	241800200024	1
038A	1FC6000000200024	241A00200024	1
038C	1FCE000000200024	242200200024	1
038E	1FDC000000200024	243000200024	1
038F	1FE1000000200024	243500200024	1
0390	1FC600000020002B0024	241A0020002B0024	1
0391	1FB900000020	240D0020	1
0392	1FBA00000020	240E0020	1
0393	1FBB00000020	240F0020	1
0394	1FBD00000020	24110020	1
0395	1FBE00000020	24120020	1
0396	1FC200000020	24160020	1
0397	1FC400000020	24180020	1
0398	1FC500000020	24190020	1
0399	1FC600000020	241A0020	1
039A	1FC800000020	241C0020	1
039B	1FC900000020	241D0020	1
039C	1FCB00000020	241F0020	1
039D	1FCC00000020	24200020	1
039E	1FCD00000020	24210020	1
039F	1FCE00000020	24220020	1
03A0	1FCF00000020	24230020	1
03A1	1FD400000020	24280020	1
03A3	1FD700000020	242B0020	1
03A4	1FDB00000020	242F0020	1
03A5	1FDC00000020	24300020	1
